transaction_id,customer_id,transaction_date,amount,category
84249,60701,2000-08-24T15:34:56.000+05:30,102007.68,Sea@^food
74804,51437,2000-08-27T19:06:32.000+05:30,32842.62,Sea@^food
82475,70905,2000-08-29T13:58:18.000+05:30,41370.38,Sea@^food
40876,80616,2000-08-31T02:32:01.000+05:30,49464.13,Sea@^food
63060,71701,2000-08-31T21:14:22.000+05:30,42292.24,Sea@^food
83438,84459,2000-09-02T00:05:35.000+05:30,34806.87,Sea@^food
76207,84351,2000-09-03T06:08:12.000+05:30,52170.64,Sea@^food
49220,75400,2000-09-06T18:34:27.000+05:30,38006.92,Sea@^food
78311,61823,2000-09-18T05:28:59.000+05:30,58705.67,Sea@^food
80739,36615,2000-09-21T09:45:20.000+05:30,83458.08,Sea@^food
68036,24356,2000-09-28T17:02:07.000+05:30,92582.49,Fronzen #Foods
83229,65406,2000-09-29T11:40:38.000+05:30,122648.47,Sea@^food
77456,16488,2000-10-06T08:09:56.000+05:30,103284.9,Sea@^food
80897,25301,2000-10-12T08:12:31.000+05:30,88736.67,Sea@^food
67103,74646,2000-10-17T09:10:14.000+05:30,137742.88,Sea@^food
57251,65118,2000-10-19T14:17:35.000+05:30,85878.2,Sea@^food
81188,50853,2000-10-19T17:28:47.000+05:30,74042.07,Sea@^food
2575,85052,2000-10-24T09:26:27.000+05:30,112314.36,Sea@^food
53748,61957,2000-10-24T17:30:08.000+05:30,35063.38,Sea@^food
8903,32416,2000-10-26T16:29:19.000+05:30,123180.44,Sea@^food
65194,4865,2000-10-28T19:47:55.000+05:30,78465.15,Sea@^food
20378,62417,2000-10-29T01:48:44.000+05:30,123526.1,Sea@^food
37260,19648,2000-10-31T14:49:45.000+05:30,123832.3,Sea@^food
58879,57879,2000-10-31T23:24:03.000+05:30,57224.59,Sea@^food
40945,74559,2000-11-05T06:45:07.000+05:30,120194.26,Sea@^food
88341,74458,2000-11-15T00:49:47.000+05:30,147050.98,Sea@^food
70316,55240,2000-11-18T20:12:42.000+05:30,144458.63,Sea@^food
63125,1557,2000-11-22T04:40:43.000+05:30,148011.11,Sea@^food
3365,52106,2000-12-04T05:14:58.000+05:30,71946.24,Sea@^food
12993,86167,2000-12-09T09:42:06.000+05:30,115059.22,Sea@^food
37655,82654,2000-12-11T18:06:17.000+05:30,129358.12,Fronzen #Foods
68488,23111,2000-12-12T13:30:36.000+05:30,115674.53,Sea@^food
46717,28630,2000-12-13T17:45:48.000+05:30,42626.53,Fronzen #Foods
30189,43141,2000-12-17T20:40:12.000+05:30,30590.0,Sea@^food
29440,72318,2000-12-22T07:14:47.000+05:30,141651.11,Sea@^food
38314,51495,2000-12-24T20:57:45.000+05:30,43372.75,Sea@^food
50361,12063,2000-12-31T10:59:18.000+05:30,98731.73,Sea@^food
56308,38796,2001-01-02T14:57:07.000+05:30,144234.45,Sea@^food
47747,83306,2001-01-07T03:56:55.000+05:30,86586.93,Sea@^food
47424,41202,2001-01-08T11:40:38.000+05:30,134761.73,Sea@^food
50594,21761,2001-01-11T10:57:23.000+05:30,110179.48,Sea@^food
45013,66888,2001-01-15T21:52:58.000+05:30,116204.13,Sea@^food
32551,53822,2001-01-18T02:07:19.000+05:30,56661.68,Sea@^food
69939,60616,2001-01-20T03:48:21.000+05:30,70495.36,Sea@^food
14932,13762,2001-01-22T17:08:44.000+05:30,139757.89,Sea@^food
87191,58802,2001-01-25T11:34:27.000+05:30,109944.62,Sea@^food
34524,76920,2001-01-30T02:31:10.000+05:30,97252.08,Sea@^food
52076,54784,2001-01-30T14:45:56.000+05:30,56100.22,Sea@^food
48996,86316,2001-01-31T23:34:20.000+05:30,125445.48,Sea@^food
25680,8432,2001-02-01T02:16:33.000+05:30,74943.6,Sea@^food
39110,74995,2001-02-08T14:04:40.000+05:30,131354.17,Fronzen #Foods
28456,48062,2001-02-10T03:41:26.000+05:30,99778.77,Sea@^food
21373,47559,2001-02-12T11:13:43.000+05:30,129004.13,Sea@^food
7873,53075,2001-02-14T20:31:35.000+05:30,100457.32,Sea@^food
68100,23325,2001-02-17T19:53:08.000+05:30,116137.3,Sea@^food
20530,23733,2001-02-21T10:06:37.000+05:30,46446.23,Sea@^food
44631,69785,2001-02-22T01:18:56.000+05:30,60356.92,Sea@^food
52978,86837,2001-02-23T07:28:36.000+05:30,145153.35,Sea@^food
20969,60997,2001-02-26T15:58:07.000+05:30,92102.96,Sea@^food
30511,24565,2001-03-02T02:56:57.000+05:30,96172.07,Sea@^food
76594,38273,2001-03-03T22:56:11.000+05:30,132704.43,Sea@^food
32090,4190,2001-03-04T16:53:39.000+05:30,112299.7,Sea@^food
48111,57239,2001-03-07T16:00:40.000+05:30,86598.27,Sea@^food
62294,53965,2001-03-08T07:13:01.000+05:30,56279.24,Sea@^food
18843,16434,2001-03-11T03:07:48.000+05:30,84302.57,Sea@^food
30815,32036,2001-03-13T05:41:35.000+05:30,52593.07,Fronzen #Foods
26679,61851,2001-03-13T21:53:29.000+05:30,78053.21,Sea@^food
45897,72657,2001-03-19T00:09:36.000+05:30,117783.91,Sea@^food
6802,72611,2001-03-22T19:27:00.000+05:30,75447.66,Sea@^food
62649,58125,2001-03-22T19:52:40.000+05:30,44371.59,Sea@^food
79412,49566,2001-03-23T08:35:51.000+05:30,125793.26,Sea@^food
3945,56778,2001-03-24T17:45:02.000+05:30,105619.58,Sea@^food
55593,35280,2001-03-28T14:07:31.000+05:30,149863.39,Sea@^food
24836,30409,2001-03-31T13:31:15.000+05:30,37118.67,Sea@^food
16443,50741,2001-04-03T10:08:20.000+05:30,71713.52,Sea@^food
53433,67010,2001-04-04T04:23:28.000+05:30,123666.39,Sea@^food
67007,85568,2001-04-04T16:21:46.000+05:30,129286.02,Sea@^food
68937,83695,2001-04-08T00:05:31.000+05:30,139195.75,Sea@^food
2789,86476,2001-04-10T12:58:23.000+05:30,44934.3,Sea@^food
72809,88588,2001-04-21T17:00:32.000+05:30,32644.74,Sea@^food
35259,83564,2001-04-23T14:58:16.000+05:30,97030.11,Sea@^food
85234,53275,2001-04-28T12:09:12.000+05:30,72667.19,Sea@^food
21623,47759,2001-05-05T07:26:05.000+05:30,119207.11,Sea@^food
26457,40412,2001-05-05T16:44:32.000+05:30,56062.5,Sea@^food
7191,67524,2001-05-06T07:35:30.000+05:30,97784.05,Sea@^food
41310,65130,2001-05-08T21:14:51.000+05:30,31067.07,Sea@^food
78106,2406,2001-05-15T10:35:38.000+05:30,113100.66,Sea@^food
4471,42306,2001-05-17T02:50:17.000+05:30,105752.91,Sea@^food
25401,57061,2001-05-18T00:58:03.000+05:30,105237.78,Sea@^food
76032,49168,2001-05-26T08:35:43.000+05:30,34812.7,Sea@^food
18037,70298,2001-06-06T07:15:05.000+05:30,88638.15,Sea@^food
10909,46469,2001-06-16T05:54:45.000+05:30,34590.85,Sea@^food
43913,10279,2001-06-22T03:35:55.000+05:30,101971.91,Sea@^food
18639,8404,2001-06-24T05:24:31.000+05:30,55084.14,Sea@^food
39090,48056,2001-06-26T02:16:11.000+05:30,38209.02,Sea@^food
39765,59602,2001-06-27T02:58:18.000+05:30,75205.71,Sea@^food
59516,60477,2001-07-06T11:59:20.000+05:30,53330.76,Sea@^food
57314,73841,2001-07-07T20:31:28.000+05:30,125530.25,Sea@^food
78557,34933,2001-07-09T05:43:28.000+05:30,114023.09,Sea@^food
57362,26292,2001-07-11T02:43:05.000+05:30,122019.78,Sea@^food
37894,72940,2001-07-20T18:32:47.000+05:30,83354.96,Sea@^food
36889,3343,2001-07-23T05:22:57.000+05:30,147088.3,Sea@^food
42444,67264,2001-07-23T12:21:20.000+05:30,144950.75,Sea@^food
7639,41440,2001-07-23T23:38:05.000+05:30,52836.84,Sea@^food
32119,75321,2001-08-01T09:03:51.000+05:30,103942.8,Sea@^food
6627,88012,2001-08-18T04:53:29.000+05:30,59846.03,Sea@^food
32245,59829,2001-08-19T23:34:28.000+05:30,143652.58,Sea@^food
21427,21237,2001-08-21T18:05:42.000+05:30,76928.51,Sea@^food
43520,85571,2001-08-22T07:37:47.000+05:30,95476.11,Sea@^food
79811,86735,2001-09-09T20:46:52.000+05:30,44833.09,Sea@^food
67461,30084,2001-09-18T00:07:57.000+05:30,74640.06,Sea@^food
42918,70074,2001-09-30T19:40:39.000+05:30,41661.37,Sea@^food
16474,48767,2001-10-03T12:00:47.000+05:30,131667.86,Sea@^food
81233,80208,2001-10-07T01:45:22.000+05:30,132527.23,Sea@^food
24466,73151,2001-10-07T23:35:11.000+05:30,122195.18,Sea@^food
75503,75616,2001-10-08T04:05:14.000+05:30,111905.74,Sea@^food
43961,72792,2001-10-08T16:31:32.000+05:30,56501.58,Sea@^food
57904,53114,2001-10-10T18:28:31.000+05:30,62387.31,Sea@^food
29193,88006,2001-10-13T14:13:12.000+05:30,97141.81,Sea@^food
80695,45773,2001-10-13T16:00:33.000+05:30,77063.66,Fronzen #Foods
55354,73956,2001-10-17T00:57:28.000+05:30,64202.69,Sea@^food
31606,14180,2001-10-25T14:13:35.000+05:30,92642.62,Sea@^food
13391,2013,2001-10-25T17:05:39.000+05:30,138471.28,Sea@^food
45053,55382,2001-10-29T05:28:35.000+05:30,113897.97,Sea@^food
82681,6012,2001-10-29T05:48:21.000+05:30,37869.91,Sea@^food
71128,65571,2001-10-30T04:56:48.000+05:30,43907.0,Sea@^food
81087,82483,2001-10-30T14:27:38.000+05:30,94324.67,Sea@^food
14792,40479,2001-11-01T00:59:52.000+05:30,149383.35,Sea@^food
20493,58113,2001-11-02T09:45:48.000+05:30,99578.06,Sea@^food
20428,24335,2001-11-09T23:56:48.000+05:30,32978.57,Sea@^food
46797,67893,2001-11-14T10:47:57.000+05:30,120888.62,Sea@^food
70683,42042,2001-11-20T15:38:18.000+05:30,64099.55,Sea@^food
15949,23113,2001-11-20T22:07:02.000+05:30,122745.48,Sea@^food
41146,38471,2001-11-26T06:50:20.000+05:30,83973.04,Sea@^food
53080,46266,2001-11-29T06:39:02.000+05:30,65955.84,Sea@^food
42012,63024,2001-12-06T07:45:47.000+05:30,137340.68,Sea@^food
20625,68954,2001-12-08T00:04:02.000+05:30,98772.98,Sea@^food
18033,44015,2001-12-14T21:40:14.000+05:30,130703.81,Sea@^food
86185,49248,2001-12-16T07:37:59.000+05:30,77571.38,Sea@^food
79007,6660,2001-12-16T18:08:26.000+05:30,144114.26,Sea@^food
5086,9369,2001-12-19T18:48:44.000+05:30,72656.4,Sea@^food
34992,70945,2001-12-21T15:08:45.000+05:30,99881.81,Sea@^food
59417,76192,2001-12-28T13:42:22.000+05:30,76812.12,Sea@^food
36704,68507,2001-12-28T19:05:58.000+05:30,127370.04,Sea@^food
77210,14130,2002-01-02T13:55:24.000+05:30,42311.17,Sea@^food
66667,64459,2002-01-03T22:01:15.000+05:30,79170.05,Sea@^food
89204,80088,2002-01-05T22:51:19.000+05:30,87885.8,Sea@^food
63397,2425,2002-01-13T08:18:16.000+05:30,31494.8,Sea@^food
64706,63701,2002-01-20T12:50:28.000+05:30,137439.9,Sea@^food
1188,28297,2002-01-23T18:20:00.000+05:30,66296.13,Sea@^food
12739,41353,2002-01-31T12:25:22.000+05:30,128780.4,Sea@^food
62407,89688,2002-02-06T12:49:55.000+05:30,83813.46,Sea@^food
57836,89407,2002-02-12T21:33:15.000+05:30,83316.52,Sea@^food
7819,85893,2002-02-14T06:27:56.000+05:30,43504.33,Sea@^food
69112,1940,2002-02-21T19:31:17.000+05:30,131847.32,Sea@^food
63077,78006,2002-02-24T19:12:57.000+05:30,30339.77,Sea@^food
17925,81078,2002-02-26T14:22:29.000+05:30,75644.0,Sea@^food
78373,27452,2002-02-27T23:18:36.000+05:30,94231.82,Sea@^food
59455,37371,2002-03-03T04:23:28.000+05:30,107307.4,Sea@^food
14369,1085,2002-03-04T07:03:40.000+05:30,142828.13,Sea@^food
67229,16555,2002-03-05T17:16:54.000+05:30,97321.94,Sea@^food
53706,4735,2002-03-10T02:57:57.000+05:30,35349.69,Sea@^food
41241,80867,2002-03-14T12:34:39.000+05:30,145525.17,Sea@^food
88355,52397,2002-03-17T22:44:40.000+05:30,112458.85,Sea@^food
78532,34601,2002-03-19T17:09:15.000+05:30,130231.15,Sea@^food
3744,44378,2002-03-23T09:41:18.000+05:30,118815.11,Sea@^food
52470,37946,2002-04-03T05:07:30.000+05:30,134152.87,Sea@^food
37276,25463,2002-04-03T08:57:59.000+05:30,78916.64,Sea@^food
14805,21836,2002-04-06T12:38:15.000+05:30,101100.37,Sea@^food
31755,25719,2002-04-13T22:18:23.000+05:30,49426.77,Sea@^food
64790,29779,2002-04-20T03:50:38.000+05:30,128019.88,Sea@^food
80570,63420,2002-04-21T06:26:18.000+05:30,78886.37,Sea@^food
86401,897,2002-04-29T09:04:40.000+05:30,110698.37,Sea@^food
51849,63709,2002-04-30T11:24:17.000+05:30,72478.5,Sea@^food
53718,39622,2002-04-30T13:22:32.000+05:30,74672.75,Sea@^food
16357,28766,2002-04-30T16:24:03.000+05:30,95183.84,Sea@^food
36494,16577,2002-05-01T21:42:53.000+05:30,97403.51,Sea@^food
72850,39680,2002-05-05T19:27:47.000+05:30,123792.52,Sea@^food
64033,56333,2002-05-08T17:39:45.000+05:30,53829.72,Sea@^food
31339,53651,2002-05-12T21:42:52.000+05:30,33389.18,Sea@^food
12439,89124,2002-05-15T13:30:47.000+05:30,93780.2,Sea@^food
32577,80407,2002-05-20T21:30:59.000+05:30,144563.65,Sea@^food
29204,58135,2002-05-21T20:07:05.000+05:30,121231.33,Sea@^food
42214,10998,2002-05-24T05:14:53.000+05:30,64720.09,Sea@^food
12752,60269,2002-06-05T05:23:12.000+05:30,140748.85,Sea@^food
22117,14404,2002-06-06T11:11:00.000+05:30,38668.73,Sea@^food
2714,1330,2002-06-13T05:36:04.000+05:30,58619.25,Sea@^food
23741,16400,2002-06-14T18:08:42.000+05:30,123562.55,Sea@^food
58162,26747,2002-06-16T19:07:10.000+05:30,118849.06,Sea@^food
9202,71849,2002-06-17T10:50:31.000+05:30,31778.45,Sea@^food
49498,26454,2002-06-20T02:22:13.000+05:30,48030.46,Sea@^food
49046,22343,2002-06-24T04:43:32.000+05:30,98533.92,Sea@^food
67328,39891,2002-06-30T09:00:23.000+05:30,96362.17,Sea@^food
77166,26873,2002-07-03T17:21:02.000+05:30,131866.27,Sea@^food
44659,13379,2002-07-06T17:43:33.000+05:30,46140.72,Sea@^food
43013,14170,2002-07-10T04:32:01.000+05:30,38721.46,Sea@^food
21256,70618,2002-07-13T09:25:21.000+05:30,32627.1,Sea@^food
23,5809,2002-07-20T15:48:55.000+05:30,97190.41,Sea@^food
46835,87142,2002-07-24T16:24:06.000+05:30,64299.95,Sea@^food
76000,88361,2002-07-24T17:37:14.000+05:30,73997.38,Sea@^food
80106,64875,2002-08-04T12:36:10.000+05:30,70779.47,Sea@^food
21162,61554,2002-08-08T06:56:32.000+05:30,100614.88,Sea@^food
28571,33994,2002-08-08T20:26:13.000+05:30,42557.44,Sea@^food
80854,43133,2002-08-15T16:56:22.000+05:30,44343.87,Sea@^food
74322,11957,2002-08-21T15:16:50.000+05:30,142387.66,Sea@^food
3572,47285,2002-08-21T22:57:58.000+05:30,35971.48,Sea@^food
33119,79290,2002-08-23T15:35:20.000+05:30,120579.73,Sea@^food
428,73269,2002-08-24T05:27:35.000+05:30,56517.56,Sea@^food
87288,27429,2002-08-24T09:58:38.000+05:30,97317.62,Sea@^food
80672,39067,2002-08-24T18:23:50.000+05:30,35982.15,Sea@^food
53573,86620,2002-08-29T17:23:57.000+05:30,130673.27,Sea@^food
67925,22761,2002-08-29T23:04:48.000+05:30,54920.44,Sea@^food
72608,39707,2002-09-01T03:50:43.000+05:30,132845.43,Fronzen #Foods
16991,46026,2002-09-08T20:34:43.000+05:30,145382.6,Sea@^food
28688,49208,2002-09-11T06:23:09.000+05:30,74880.95,Sea@^food
62172,10706,2002-09-19T02:28:05.000+05:30,105716.14,Sea@^food
39329,62053,2002-09-29T01:14:54.000+05:30,51478.85,Sea@^food
60,74010,2002-10-01T01:42:33.000+05:30,133041.63,Sea@^food
37846,41398,2002-10-01T19:07:03.000+05:30,79646.45,Fronzen #Foods
43816,30900,2002-10-01T23:54:43.000+05:30,134599.48,Sea@^food
73698,6734,2002-10-08T12:54:01.000+05:30,106275.99,Sea@^food
50573,65786,2002-10-11T02:08:56.000+05:30,41120.08,Sea@^food
64693,40443,2002-10-16T17:09:51.000+05:30,71182.07,Fronzen #Foods
26135,28233,2002-10-23T17:19:24.000+05:30,113769.25,Sea@^food
46267,15870,2002-10-27T23:12:23.000+05:30,60124.15,Sea@^food
48949,77485,2002-10-28T07:29:01.000+05:30,148207.11,Sea@^food
67699,32814,2002-10-29T15:18:58.000+05:30,86632.88,Sea@^food
40880,64260,2002-10-29T16:45:58.000+05:30,90658.16,Sea@^food
57155,88432,2002-10-30T07:03:01.000+05:30,37965.84,Sea@^food
89476,37337,2002-11-08T19:24:11.000+05:30,110417.47,Sea@^food
30265,2280,2002-11-14T05:37:20.000+05:30,72284.52,Sea@^food
5493,7136,2002-11-17T05:29:27.000+05:30,37230.08,Sea@^food
59706,68785,2002-11-22T02:37:56.000+05:30,142555.5,Sea@^food
45130,77069,2002-11-24T18:20:56.000+05:30,131572.53,Sea@^food
66642,298,2002-12-05T10:18:02.000+05:30,141391.92,Fronzen #Foods
54410,75042,2002-12-06T20:09:36.000+05:30,68574.7,Sea@^food
29872,73844,2002-12-11T02:18:14.000+05:30,139540.69,Fronzen #Foods
16215,2699,2002-12-12T14:30:43.000+05:30,67599.29,Sea@^food
27201,57254,2002-12-15T14:05:24.000+05:30,149872.24,Sea@^food
89877,37291,2002-12-27T10:48:53.000+05:30,59728.16,Sea@^food
32393,48804,2002-12-31T20:55:51.000+05:30,36156.32,Sea@^food
51655,79261,2003-01-01T08:17:38.000+05:30,136648.45,Sea@^food
46202,1,2003-01-01T09:08:43.000+05:30,120431.2,Sea@^food
11528,9564,2003-01-01T18:49:22.000+05:30,135416.59,Fronzen #Foods
50142,51308,2003-01-06T04:15:24.000+05:30,127687.63,Sea@^food
41144,65572,2003-01-09T11:09:37.000+05:30,115947.44,Sea@^food
58086,33942,2003-01-11T19:41:32.000+05:30,146479.56,Sea@^food
66766,17255,2003-01-16T06:32:47.000+05:30,62927.75,Fronzen #Foods
38847,62801,2003-01-16T13:51:23.000+05:30,86289.95,Sea@^food
85812,28884,2003-01-17T04:45:50.000+05:30,88280.01,Sea@^food
83309,71644,2003-01-17T08:16:30.000+05:30,99468.83,Sea@^food
82880,42681,2003-01-30T01:18:16.000+05:30,32748.4,Sea@^food
47654,67429,2003-02-02T09:49:47.000+05:30,59788.31,Sea@^food
41619,21214,2003-02-04T17:53:09.000+05:30,36593.63,Sea@^food
69046,52491,2003-02-06T21:08:58.000+05:30,85841.42,Sea@^food
57965,15072,2003-02-07T08:17:51.000+05:30,118882.61,Sea@^food
5884,3587,2003-02-07T18:17:43.000+05:30,68969.48,Sea@^food
16332,9292,2003-02-10T17:24:37.000+05:30,63589.89,Sea@^food
10117,56406,2003-02-12T19:03:48.000+05:30,102760.45,Sea@^food
37384,29244,2003-02-15T11:22:38.000+05:30,118460.88,Sea@^food
16172,35256,2003-02-16T18:33:29.000+05:30,128245.83,Sea@^food
7528,76664,2003-02-17T05:08:55.000+05:30,80652.83,Sea@^food
39669,18819,2003-02-19T16:43:57.000+05:30,70141.15,Fronzen #Foods
73528,618,2003-02-23T19:26:54.000+05:30,76187.29,Sea@^food
67132,50155,2003-02-24T11:50:10.000+05:30,119004.71,Sea@^food
78042,37148,2003-02-25T16:11:53.000+05:30,36412.52,Sea@^food
36580,83961,2003-02-27T04:11:16.000+05:30,75181.17,Sea@^food
6585,12490,2003-03-03T02:54:00.000+05:30,95209.49,Sea@^food
53380,42321,2003-03-03T12:46:33.000+05:30,142636.06,Sea@^food
18926,85051,2003-03-07T18:16:25.000+05:30,127078.92,Sea@^food
80809,15246,2003-03-12T07:57:18.000+05:30,86188.71,Sea@^food
12804,45837,2003-03-16T18:04:03.000+05:30,55825.62,Sea@^food
32481,36366,2003-03-21T01:10:51.000+05:30,113276.0,Sea@^food
8015,58128,2003-03-24T17:15:30.000+05:30,47195.97,Sea@^food
72069,51311,2003-03-27T12:40:09.000+05:30,126540.33,Sea@^food
62029,11639,2003-03-31T12:51:34.000+05:30,53185.14,Sea@^food
603,8587,2003-04-04T19:23:08.000+05:30,83314.44,Sea@^food
89630,54708,2003-04-09T17:09:47.000+05:30,148367.95,Sea@^food
8674,62660,2003-04-12T03:28:05.000+05:30,92245.03,Sea@^food
33385,18997,2003-04-12T09:16:11.000+05:30,135703.63,Sea@^food
44271,54612,2003-04-18T08:00:06.000+05:30,114778.59,Sea@^food
35884,35463,2003-04-21T16:38:06.000+05:30,101892.05,Sea@^food
58180,21392,2003-04-22T16:01:06.000+05:30,79301.15,Sea@^food
37619,76077,2003-04-23T20:02:46.000+05:30,110300.91,Sea@^food
15202,34732,2003-04-28T05:51:46.000+05:30,35782.62,Sea@^food
79163,78301,2003-04-29T05:23:27.000+05:30,92680.82,Sea@^food
36566,19986,2003-05-03T23:57:14.000+05:30,63664.05,Sea@^food
16960,15043,2003-05-13T05:02:47.000+05:30,132954.18,Sea@^food
24698,52638,2003-05-13T07:36:01.000+05:30,117790.62,Sea@^food
